"","ageyrs_r","sex","student_r","area","educate_r","currmarr_r","sexp1yr","SEScat"
"42602","17","female","no","1","1","0"," 0","0"
"42603","15","female","yes","2","1","0"," 1","1"
"42604","16","female","yes","1","1","0"," 0","3"
"42605","18","female","no","0","1","1"," 1","2"
"42606","18","female","yes","0","1","0"," 0","2"
"42607","19","female","no","1","1","0"," 2","2"
"42608","15","female","no","0","1","1"," 1","1"
"42609","17","female","yes","0","1","0"," 0","3"
"42610","17","female","no","0","1","1"," 1","1"
"42611","18","female","no","0","1","1"," 1","1"
"42612","18","female","yes","1","1","0"," 0","3"
"42613","15","female","yes","0","1","0"," 0","1"
"42614","18","female","yes","1","1","0"," 1","1"
"42615","17","female","yes","0","1","0"," 0","0"
"42616","17","female","yes","0","1","0"," 0","2"
"42617","15","female","yes","0","1","0"," 0","3"
"42618","19","female","no","2","1","1"," 1","0"
"42619","18","female","no","2","1","1"," 1","2"
"42620","17","female","no","0","1","1"," 1","2"
"42621","17","female","no","0","1","1"," 1","1"
"42622","18","female","no","0","1","1"," 1","2"
"42623","19","female","no","0","1","0"," 2","2"
"42624","17","female","yes","0","1","0"," 0","0"
"42625","15","female","yes","0","1","0"," 0","2"
"42626","19","female","yes","0","1","0"," 0","3"
"42627","17","female","no","1","1","1"," 1","2"
"42628","16","female","yes","0","1","0"," 0","3"
"42629","17","female","yes","0","1","0"," 1","1"
"42630","18","female","no","2","1","1"," 1","2"
"42631","15","female","yes","2","1","0"," 1","0"
"42632","17","female","no","0","1","1"," 1","1"
"42633","19","female","yes","0","1","0"," 1","1"
"42634","15","female","no","0","1","0"," 0","0"
"42635","16","female","yes","0","1","0"," 1","2"
"42636","15","female","yes","1","1","0"," 1","2"
"42637","19","female","yes","0","1","0"," 0","0"
"42638","18","female","no","0","1","0"," 2","1"
"42639","15","female","yes","1","1","0"," 0","3"
"42640","17","female","yes","1","1","0"," 0","2"
"42641","18","female","no","0","1","1"," 1","0"
"42642","16","female","yes","0","1","0"," 0","0"
"42643","18","female","no","0","1","0"," 9","1"
"42644","16","female","no","0","1","0"," 1","2"
"42645","17","female","yes","0","1","0"," 0","3"
"42646","16","female","yes","1","1","0"," 0","3"
"42647","16","female","no","1","1","0"," 1","2"
"42648","19","female","no","1","1","1"," 1","3"
"42649","17","female","no","0","1","0"," 1","0"
"42650","16","female","yes","0","1","0"," 0","2"
"42651","16","female","yes","2","1","0"," 1","3"
"42652","19","female","no","0","1","1"," 1","0"
"42653","19","female","no","1","1","1"," 1","2"
"42654","15","female","yes","0","1","0"," 0","2"
"42655","17","female","yes","0","1","0"," 0","1"
"42656","19","female","yes","0","1","0"," 1","2"
"42657","18","female","no","0","1","1"," 1","1"
"42658","18","female","no","0","1","0"," 2","1"
"42659","18","female","no","0","1","1"," 2","0"
"42660","15","female","yes","0","1","0"," 0","0"
"42661","17","female","no","1","1","1"," 1","3"
"42662","17","female","no","0","1","0"," 1","1"
"42663","16","female","yes","1","1","0"," 0","2"
"42664","19","female","no","0","1","0"," 1","3"
"42665","15","female","yes","0","1","0"," 0","2"
"42666","16","female","yes","0","1","0"," 0","2"
"42667","19","female","no","0","1","1"," 1","0"
"42668","19","female","no","0","1","1"," 1","2"
"42669","19","female","no","0","1","1"," 1","0"
"42670","19","female","no","0","1","0"," 1","0"
"42671","16","female","no","0","1","0"," 1","2"
"42672","15","female","no","1","1","0"," 1","3"
"42673","18","female","no","0","1","0"," 2","1"
"42674","15","female","yes","0","1","0"," 0","2"
"42675","17","female","yes","0","1","0"," 1","0"
"42676","19","female","no","0","1","1"," 1","1"
"42677","18","female","no","0","1","1"," 1","2"
"42678","15","female","yes","1","1","0"," 0","2"
"42679","17","female","no","0","1","1"," 1","0"
"42680","15","female","yes","0","1","0"," 0","1"
"42681","19","female","no","0","1","1"," 1","0"
"42682","16","female","no","0","1","1"," 1","2"
"42683","17","female","yes","0","1","0"," 0","3"
"42684","16","female","yes","1","1","0"," 0","0"
"42685","17","female","no","0","1","0"," 1","1"
"42686","19","female","no","0","1","0"," 1","3"
"42687","17","female","no","0","1","0"," 1","3"
"42688","17","female","no","0","1","0"," 1","0"
"42689","17","female","no","1","0","1"," 1","2"
"42690","18","female","no","1","1","1"," 1","3"
"42691","18","female","no","0","1","0"," 1","1"
"42692","19","female","no","0","1","0"," 1","0"
"42693","19","female","no","0","1","1"," 1","3"
"42694","19","female","yes","0","1","0"," 1","1"
"42695","15","female","yes","0","1","0"," 0","3"
"42696","19","female","no","1","0","1"," 1","1"
"42697","16","female","no","0","1","1"," 1","0"
"42698","17","female","yes","1","1","0"," 0","3"
"42699","15","female","yes","0","1","0"," 0","1"
"42700","19","female","no","0","1","0"," 1","2"
"42701","18","female","no","0","1","1"," 1","2"
"42702","15","female","no","0","1","0"," 0","2"
"42703","19","female","no","0","1","1"," 1","3"
"42704","15","female","yes","1","1","0"," 0","0"
"42705","15","female","no","0","1","0"," 0","1"
"42706","16","female","yes","0","1","0"," 1","1"
"42707","17","female","no","1","1","1"," 1","1"
"42708","18","female","no","1","1","0"," 1","2"
"42709","18","female","yes","1","1","0"," 1","3"
"42710","16","female","no","1","1","0"," 1","2"
"42711","16","female","yes","0","1","0"," 0","2"
"42712","16","female","no","1","1","0"," 3","1"
"42713","18","female","yes","0","1","0"," 0","3"
"42714","17","female","no","0","1","0"," 1","3"
"42715","15","female","no","0","1","0"," 0","2"
"42716","18","female","no","0","1","1"," 1","1"
"42717","15","female","yes","0","1","0"," 0","1"
"42718","18","female","no","1","1","0"," 1","3"
"42719","18","female","yes","1","1","0"," 1","3"
"42720","16","female","no","0","1","0"," 0","2"
"42721","17","female","no","1","1","0"," 1","3"
"42722","15","female","no","0","0","0"," 0","3"
"42723","18","female","no","0","1","0"," 2","1"
"42724","19","female","no","0","1","1"," 1","1"
"42725","16","female","yes","1","1","0"," 0","3"
"42726","18","female","no","2","1","0","12","2"
"42727","16","female","yes","0","1","0"," 0","0"
"42728","16","female","no","1","1","0"," 1","2"
"42729","18","female","yes","0","1","0"," 0","3"
"42730","19","female","no","0","1","0"," 1","3"
"42731","18","female","yes","1","1","0"," 0","2"
"42732","19","female","no","1","1","0"," 1","3"
"42733","17","female","yes","0","1","0"," 0","2"
"42734","16","female","yes","0","1","0"," 0","3"
"42735","19","female","no","0","1","1"," 1","2"
"42736","18","female","yes","0","1","0"," 0","3"
"42737","19","female","yes","1","1","0"," 1","3"
"42738","18","female","no","0","1","1"," 1","0"
"42739","19","female","no","0","1","1"," 1","3"
"42740","15","female","yes","2","1","0","12","2"
"42741","17","female","yes","1","1","0"," 0","1"
"42742","18","female","no","0","1","1"," 1","2"
"42743","19","female","no","0","1","0"," 1","2"
"42744","18","female","no","0","1","1"," 1","0"
"42745","19","female","no","1","1","0"," 3","0"
"42746","18","female","no","0","1","1"," 1","1"
"42747","17","female","no","0","1","1"," 1","1"
"42748","17","female","yes","0","1","0"," 0","1"
"42749","16","female","yes","0","1","0"," 1","3"
"42750","19","female","yes","1","1","0"," 1","3"
"42751","16","female","yes","0","1","0"," 0","1"
"42752","18","female","yes","0","1","0"," 1","1"
"42753","15","female","yes","1","1","0"," 0","0"
"42754","17","female","no","0","1","0"," 1","1"
"42755","17","female","yes","1","1","0"," 1","3"
"42756","15","female","yes","0","1","0"," 0","2"
"42757","19","female","no","0","1","1"," 1","1"
"42758","19","female","no","0","1","1"," 2","1"
"42759","16","female","yes","0","1","0"," 0","3"
"42760","17","female","yes","0","1","0"," 0","0"
"42761","18","female","no","0","1","0"," 2","3"
"42762","18","female","no","0","1","1"," 1","1"
"42763","17","female","yes","0","1","0"," 1","3"
"42764","16","female","no","1","1","1"," 2","2"
"42765","19","female","no","0","1","1"," 1","1"
"42766","17","female","yes","0","1","0"," 0","2"
"42767","16","female","yes","0","1","0"," 1","1"
"42768","16","female","yes","0","1","0"," 0","1"
"42769","18","female","no","0","1","1"," 1","3"
"42770","19","female","no","1","1","1"," 1","3"
"42771","18","female","no","1","1","0"," 1","3"
"42772","19","female","no","0","1","1"," 1","1"
"42773","15","female","yes","0","1","0"," 0","0"
"42774","18","female","no","1","1","1"," 1","1"
"42775","18","female","no","0","1","1"," 1","2"
"42776","17","female","no","0","1","0"," 2","2"
"42777","17","female","no","2","1","1"," 2","0"
"42778","18","female","no","0","1","0"," 0","0"
"42779","19","female","no","1","1","1"," 1","2"
"42780","17","female","yes","0","1","0"," 0","0"
"42781","19","female","no","0","1","1"," 1","0"
"42782","18","female","yes","0","1","0"," 0","2"
"42783","18","female","no","0","1","1"," 1","2"
"42784","16","female","yes","1","1","0"," 0","2"
"42785","16","female","no","1","1","0"," 1","2"
"42786","19","female","no","0","1","1"," 1","2"
"42787","15","female","yes","1","1","0"," 0","0"
"42788","19","female","no","1","1","0"," 1","3"
"42789","19","female","no","0","1","1"," 1","1"
"42790","18","female","yes","0","1","0"," 0","1"
"42791","19","female","no","0","1","1"," 1","3"
"42792","17","female","no","0","1","0"," 1","1"
"42793","19","female","yes","0","1","0"," 2","2"
"42794","17","female","no","0","1","0"," 1","1"
"42795","17","female","no","0","1","1"," 1","0"
"42796","18","female","no","1","1","1"," 1","1"
"42797","18","female","no","1","1","1"," 1","2"
"42798","19","female","no","0","1","1"," 1","2"
"42799","18","female","no","0","1","1"," 1","1"
"42800","19","female","no","0","1","1"," 1","1"
"42801","19","female","no","0","1","1"," 1","1"
"42802","19","female","no","0","1","1"," 1","3"
"42803","19","female","no","0","1","0"," 1","1"
"42804","18","female","no","0","1","0"," 9","1"
"42805","16","female","yes","0","1","0"," 0","3"
"42806","18","female","no","1","1","0"," 2","2"
"42807","19","female","no","0","1","1"," 1","1"
"42808","18","female","no","0","1","1"," 1","0"
"42809","19","female","no","0","1","0"," 1","2"
"42810","18","female","no","0","1","1"," 1","2"
"42811","19","female","yes","0","1","0"," 0","3"
"42812","15","female","yes","0","1","0"," 0","2"
"42813","19","female","no","0","1","1"," 1","2"
"42814","19","female","yes","0","1","0"," 0","3"
"42815","18","female","no","0","1","1"," 1","1"
"42816","16","female","yes","0","1","0"," 1","1"
"42817","16","female","yes","0","1","0"," 1","3"
"42818","18","female","no","0","1","1"," 1","0"
"42819","18","female","no","1","1","0"," 1","0"
"42820","18","female","no","0","1","1"," 1","0"
"42821","19","female","no","0","1","0"," 1","1"
"42822","18","female","no","0","1","1"," 1","1"
"42823","18","female","no","0","1","0"," 1","3"
"42824","17","female","yes","1","1","0"," 1","2"
"42825","19","female","yes","2","1","0"," 1","3"
"42826","18","female","no","0","0","1"," 1","0"
"42827","19","female","no","0","1","0"," 2","1"
"42828","17","female","no","0","1","0"," 1","3"
"42829","19","female","yes","0","1","0"," 0","3"
"42830","17","female","yes","1","1","0"," 0","3"
"42831","19","female","no","0","1","1"," 2","1"
"42832","17","female","no","0","1","0"," 3","3"
"42833","17","female","yes","0","1","0"," 1","1"
"42834","17","female","no","0","1","1"," 1","1"
"42835","16","female","no","1","1","1"," 1","1"
"42836","15","female","no","0","1","0"," 1","3"
"42837","18","female","no","0","1","1"," 1","2"
"42838","17","female","yes","0","1","0"," 0","2"
"42839","19","female","yes","0","1","0"," 0","3"
"42840","16","female","no","1","1","1"," 1","3"
"42841","17","female","no","0","1","0"," 1","3"
"42842","15","female","yes","0","1","0"," 0","0"
"42843","15","female","yes","0","1","0"," 0","1"
"42844","17","female","yes","1","1","0"," 0","2"
"42845","17","female","no","1","1","1"," 1","3"
"42846","17","female","no","0","1","1"," 2","2"
"42847","15","female","yes","1","1","0"," 0","3"
"42848","17","female","no","0","1","1"," 1","2"
"42849","15","female","yes","0","1","0"," 0","3"
"42850","18","female","no","1","1","0"," 9","1"
"42851","19","female","no","0","0","1"," 1","1"
"42852","17","female","yes","0","1","0"," 1","1"
"42853","15","female","yes","1","1","0"," 0","3"
"42854","19","female","no","1","1","1"," 1","3"
"42855","15","female","yes","0","1","0"," 0","1"
"42856","18","female","no","0","1","0"," 1","2"
"42857","16","female","yes","0","1","0"," 1","2"
"42858","19","female","yes","1","1","0"," 1","3"
"42859","17","female","no","1","1","1"," 1","2"
"42860","18","female","no","1","1","1"," 1","2"
"42861","19","female","no","0","1","1"," 1","3"
"42862","16","female","yes","0","1","0"," 0","0"
"42863","19","female","no","1","1","1"," 1","3"
"42864","19","female","no","0","1","0"," 1","2"
"42865","16","female","yes","0","1","0"," 0","0"
"42866","16","female","yes","0","1","0"," 0","2"
"42867","19","female","no","0","1","1"," 1","3"
"42868","19","female","no","1","1","0"," 1","1"
"42869","17","female","yes","1","1","0"," 0","3"
"42870","18","female","no","0","1","1"," 1","2"
"42871","19","female","yes","0","1","0"," 0","1"
"42872","16","female","yes","0","1","0"," 0","3"
"42873","17","female","yes","1","1","0"," 0","3"
"42874","17","female","no","0","1","0"," 0","0"
"42875","15","female","no","0","1","1"," 1","2"
"42876","15","female","yes","0","1","0"," 0","0"
"42877","15","female","yes","1","1","0"," 0","2"
"42878","19","female","no","1","1","1"," 1","2"
"42879","19","female","yes","0","1","0"," 1","3"
"42880","16","female","yes","0","1","0"," 2","2"
"42881","19","female","no","0","1","0"," 1","2"
"42882","19","female","no","1","1","0"," 1","1"
"42883","18","female","yes","1","1","0"," 1","1"
"42884","15","female","yes","0","1","0"," 1","2"
"42885","18","female","no","0","1","1"," 1","3"
"42886","19","female","no","0","1","1"," 1","2"
"42887","19","female","no","0","1","1"," 1","2"
"42888","17","female","yes","1","1","0"," 1","3"
"42889","17","female","yes","0","1","0"," 0","3"
"42890","15","female","yes","0","1","0"," 0","1"
"42891","18","female","no","0","1","1"," 1","3"
"42892","19","female","no","0","1","1"," 1","2"
"42893","15","female","no","2","1","0"," 4","0"
"42894","19","female","no","0","1","1"," 1","1"
"42895","18","female","no","0","1","1"," 1","0"
"42896","16","female","yes","0","1","0"," 0","2"
"42897","19","female","no","1","1","1"," 1","2"
"42898","19","female","no","0","1","1"," 1","0"
"42899","18","female","no","0","1","0"," 1","0"
"42900","19","female","no","0","1","1"," 1","0"
"42901","19","female","no","0","1","0"," 1","3"
"42902","19","female","no","0","1","1"," 1","3"
"42903","17","female","no","0","1","1"," 1","0"
"42904","15","female","no","0","1","0"," 1","3"
"42905","17","female","no","0","1","0"," 2","3"
"42906","18","female","no","0","1","0"," 1","2"
"42907","19","female","no","0","1","1"," 1","0"
"42908","19","female","no","0","0","1"," 1","1"
"42909","18","female","no","0","1","1"," 1","2"
"42910","18","female","no","1","1","1"," 1","2"
"42911","18","female","no","2","1","0"," 3","2"
"42912","16","female","yes","0","1","0"," 0","0"
"42913","18","female","no","0","1","1"," 1","1"
"42914","15","female","yes","0","1","0"," 0","3"
"42915","19","female","no","0","1","1"," 1","0"
"42916","16","female","no","0","1","0"," 1","2"
"42917","16","female","no","0","1","0"," 1","3"
"42918","17","female","no","0","1","1"," 1","0"
"42919","18","female","yes","0","1","0"," 0","1"
"42920","18","female","yes","0","1","0"," 0","3"
"42921","15","female","no","0","1","0"," 1","3"
"42922","19","female","no","0","1","1"," 1","3"
"42923","17","female","no","0","1","1"," 1","0"
"42924","19","female","no","0","1","0"," 1","3"
"42925","19","female","no","0","1","1"," 1","0"
"42926","18","female","no","0","1","0"," 3","0"
"42927","15","female","yes","0","1","0"," 0","3"
"42928","15","female","yes","0","1","0"," 0","0"
"42929","17","female","no","1","1","0"," 1","3"
"42930","19","female","no","0","1","1"," 1","1"
"42931","19","female","no","0","1","0"," 1","2"
"42932","16","female","no","0","1","0"," 2","3"
"42933","16","female","no","0","1","0"," 1","0"
"42934","17","female","no","1","1","0"," 1","0"
"42935","16","female","no","0","1","0"," 0","1"
"42936","19","female","yes","0","1","0"," 1","2"
"42937","16","female","yes","2","1","0","12","2"
"42938","17","female","yes","0","1","0"," 0","3"
"42939","18","female","no","1","1","1"," 2","0"
"42940","19","female","no","0","1","1"," 1","1"
"42941","19","female","no","1","1","1"," 1","3"
"42942","17","female","yes","0","1","0"," 0","3"
"42943","17","female","yes","0","1","0"," 0","1"
"42944","18","female","yes","0","1","0"," 1","1"
"42945","18","female","no","1","1","1"," 1","3"
"42946","17","female","no","0","1","0"," 1","1"
"42947","16","female","yes","0","1","0"," 0","1"
"42948","17","female","no","0","1","1"," 1","2"
"42949","19","female","no","0","1","1"," 1","0"
"42950","18","female","no","0","1","1"," 1","1"
"42951","19","female","yes","0","1","0"," 0","2"
"42952","16","female","yes","0","1","0"," 1","2"
"42953","17","female","yes","0","1","0"," 1","2"
"42954","15","female","yes","0","1","0"," 0","0"
"42955","17","female","no","0","1","1"," 1","0"
"42956","17","female","no","0","1","1"," 1","1"
"42957","16","female","yes","0","1","0"," 0","1"
"42958","18","female","no","0","1","1"," 1","0"
"42959","19","female","no","0","1","1"," 1","1"
"42960","18","female","yes","1","1","0"," 1","3"
"42961","18","female","no","0","1","0"," 1","1"
"42962","18","female","no","1","1","0"," 2","2"
"42963","16","female","no","0","1","1"," 2","2"
"42964","15","female","no","0","1","1"," 3","2"
"42965","19","female","no","0","1","1"," 1","3"
"42966","19","female","yes","1","1","0"," 1","3"
"42967","18","female","no","0","1","0"," 2","3"
"42968","18","female","no","0","1","1"," 1","2"
"42969","16","female","no","0","1","0"," 0","2"
"42970","16","female","yes","0","1","0"," 0","3"
"42971","15","female","yes","0","1","0"," 0","2"
"42972","16","female","yes","0","1","0"," 0","0"
"42973","19","female","no","0","1","1"," 1","0"
"42974","19","female","no","1","1","1"," 2","2"
"42975","16","female","no","0","1","1"," 1","1"
"42976","16","female","yes","0","1","0"," 1","3"
"42977","17","female","no","0","1","1"," 1","0"
"42978","15","female","no","0","1","0"," 0","0"
"42979","17","female","no","0","1","1"," 1","1"
"42980","17","female","yes","0","1","0"," 0","3"
"42981","19","female","no","1","1","1"," 1","0"
"42982","18","female","no","0","1","1"," 1","2"
"42983","17","female","yes","1","1","0"," 0","3"
"42984","15","female","no","0","1","0"," 0","1"
"42985","15","female","yes","0","1","0"," 0","1"
"42986","15","female","yes","0","1","0"," 0","0"
"42987","15","female","yes","0","1","0"," 0","1"
"42988","19","female","no","1","1","1"," 1","1"
"42989","15","female","yes","0","1","0"," 0","3"
"42990","17","female","no","0","1","0"," 1","2"
"42991","19","female","no","2","1","1"," 1","0"
"42992","18","female","no","0","1","1"," 1","2"
"42993","19","female","no","0","1","1"," 1","2"
"42994","16","female","no","0","1","0"," 0","2"
"42995","16","female","yes","0","1","0"," 0","1"
"42996","19","female","no","0","1","1"," 1","0"
"42997","18","female","no","0","1","0"," 1","1"
"42998","16","female","no","0","1","0"," 1","0"
"42999","16","female","yes","1","1","0"," 0","2"
"43000","17","female","yes","1","1","0"," 0","3"
"43001","19","female","no","0","1","1"," 1","1"
"43002","18","female","no","0","1","1"," 1","3"
"43003","19","female","no","1","1","1"," 1","3"
"43004","19","female","yes","0","1","0"," 0","3"
"43005","19","female","yes","0","1","0"," 0","3"
"43006","17","female","yes","0","1","0"," 0","2"
"43007","18","female","yes","0","1","0"," 0","0"
"43008","16","female","no","0","1","0"," 0","2"
"43009","18","female","no","0","1","0"," 1","2"
"43010","18","female","no","1","1","1"," 1","2"
"43011","16","female","no","0","1","1"," 1","1"
"43012","18","female","no","1","1","0"," 6","3"
"43013","18","female","yes","1","1","0"," 0","1"
"43014","18","female","yes","0","1","0"," 0","3"
"43015","16","female","yes","1","1","0"," 0","2"
"43016","17","female","no","0","1","0"," 1","2"
"43017","15","female","yes","0","1","0"," 0","3"
"43018","15","female","no","0","1","0"," 1","0"
"43019","17","female","no","0","1","0"," 1","3"
"43020","19","female","no","1","0","1"," 1","2"
"43021","17","female","yes","0","1","0"," 0","2"
"43022","18","female","no","2","1","1"," 1","3"
"43023","16","female","no","1","1","0"," 0","3"
"43024","19","female","yes","1","1","0"," 1","3"
"43025","16","female","no","0","1","1"," 1","0"
"43026","15","female","no","0","0","1"," 1","1"
"43027","17","female","yes","0","1","0"," 1","3"
"43028","18","female","yes","0","1","0"," 1","1"
"43029","19","female","no","1","1","1"," 1","2"
"43030","18","female","no","0","1","1"," 1","3"
"43031","19","female","yes","0","1","0"," 1","3"
"43032","16","female","no","0","1","1"," 2","3"
"43033","19","female","no","0","1","1"," 1","1"
"43034","18","female","no","0","0","1"," 1","2"
"43035","17","female","no","0","1","1"," 1","1"
"43036","19","female","no","0","1","1"," 2","0"
"43037","19","female","no","0","1","1"," 1","1"
"43038","19","female","no","0","1","1"," 1","0"
"43039","15","female","yes","0","1","0"," 0","3"
"43040","18","female","yes","0","1","0"," 1","3"
"43041","18","female","no","0","0","1"," 1","0"
"43042","18","female","no","0","1","1"," 1","2"
"43043","17","female","yes","1","1","0"," 0","3"
"43044","18","female","no","0","1","1"," 1","2"
"43045","16","female","no","0","1","1"," 1","3"
"43046","16","female","no","0","0","0"," 1","0"
"43047","17","female","yes","0","1","0"," 0","0"
"43048","16","female","yes","1","1","0"," 0","3"
"43049","18","female","no","1","1","1"," 2","0"
"43050","17","female","no","0","1","1"," 1","1"
"43051","15","female","no","0","1","0"," 0","0"
"43052","19","female","no","0","1","0"," 1","2"
"43053","18","female","no","0","1","1"," 1","1"
"43054","19","female","yes","0","1","0"," 0","3"
"43055","15","female","yes","0","1","0"," 0","1"
"43056","15","female","yes","0","1","0"," 0","2"
"43057","18","female","no","0","1","0"," 1","2"
"43058","16","female","yes","1","1","0"," 0","3"
"43059","18","female","no","0","1","0"," 1","1"
"43060","18","female","no","0","1","0"," 2","1"
"43061","17","female","no","0","1","1"," 1","1"
"43062","16","female","no","0","1","0"," 1","0"
"43063","18","female","yes","0","1","0"," 0","3"
"43064","19","female","no","1","0","0"," 1","3"
"43065","16","female","no","0","1","0"," 0","2"
"43066","19","female","no","0","1","1"," 1","1"
"43067","18","female","no","0","1","1"," 1","1"
"43068","19","female","no","1","1","1"," 1","2"
"43069","19","female","no","0","0","1"," 1","0"
"43070","15","female","yes","0","1","0"," 1","0"
"43071","19","female","no","0","1","1"," 1","2"
"43072","16","female","yes","0","1","0"," 0","2"
"43073","18","female","yes","1","1","0"," 0","2"
"43074","19","female","no","1","1","1"," 1","2"
"43075","16","female","no","0","1","1"," 1","1"
"43076","18","female","yes","1","1","0"," 1","3"
"43077","19","female","no","0","1","0"," 0","1"
"43078","19","female","no","0","1","0"," 1","1"
"43079","16","female","yes","0","1","0"," 0","1"
"43080","17","female","no","0","1","0"," 0","1"
"43081","16","female","yes","0","1","0"," 0","3"
"43082","19","female","no","0","1","1"," 1","1"
"43083","15","female","yes","0","1","0"," 2","1"
"43084","16","female","no","0","1","0"," 3","1"
"43085","19","female","no","0","0","1"," 1","0"
"43086","17","female","no","0","1","1"," 1","2"
"43087","19","female","no","0","1","1"," 1","0"
"43088","17","female","no","0","1","0"," 1","0"
"43089","19","female","no","0","1","1"," 1","3"
"43090","16","female","yes","0","1","0"," 0","0"
"43091","19","female","no","0","1","0"," 1","0"
"43092","17","female","no","0","1","1"," 1","3"
"43093","17","female","yes","1","1","0"," 1","3"
"43094","17","female","yes","0","1","0"," 0","1"
"43095","18","female","no","0","1","1"," 1","1"
"43096","17","female","yes","0","1","0"," 0","3"
"43097","19","female","no","2","1","1"," 2","3"
"43098","16","female","no","1","1","0"," 1","2"
"43099","18","female","no","0","1","0"," 1","2"
"43100","18","female","no","0","1","1"," 1","0"
"43101","16","female","yes","2","1","0"," 1","2"
"43102","17","female","no","0","1","1"," 1","3"
"43103","17","female","no","1","1","1"," 1","3"
"43104","19","female","yes","1","1","0"," 1","3"
"43105","15","female","yes","0","1","0"," 0","1"
"43106","17","female","yes","1","1","0"," 0","3"
"43107","19","female","no","1","1","1"," 1","3"
"43108","19","female","no","2","1","1"," 1","1"
"43109","17","female","yes","1","1","0"," 0","1"
"43110","19","female","no","1","1","0"," 7","2"
"43111","19","female","no","0","1","1"," 1","2"
"43112","16","female","no","1","1","0"," 1","2"
"43113","19","female","no","0","1","1"," 1","1"
"43114","16","female","no","1","1","1"," 1","1"
"43115","19","female","no","0","1","1"," 1","3"
"43116","16","female","no","0","1","1"," 2","0"
"43117","15","female","yes","1","1","0"," 0","3"
"43118","17","female","no","0","1","0"," 1","1"
"43119","18","female","no","0","1","1"," 1","1"
"43120","17","female","yes","0","1","0"," 0","1"
"43121","15","female","yes","0","1","0"," 0","3"
"43122","18","female","no","1","1","0"," 3","1"
"43123","15","female","no","0","1","0"," 0","0"
"43124","16","female","no","0","1","1"," 1","0"
"43125","18","female","no","2","1","0"," 1","0"
"43126","18","female","yes","0","1","0"," 0","2"
"43127","16","female","yes","0","1","0"," 1","1"
"43128","15","female","yes","0","1","0"," 0","1"
"43129","16","female","yes","0","1","0"," 0","3"
"43130","16","female","yes","0","1","0"," 1","3"
"43131","17","female","no","0","1","1"," 1","2"
"43132","19","female","no","1","1","1"," 1","0"
"43133","18","female","no","0","1","0"," 2","1"
"43134","18","female","no","0","1","1"," 1","3"
"43135","15","female","yes","0","1","0"," 0","3"
"43136","17","female","no","1","1","1"," 1","3"
"43137","15","female","no","2","1","0"," 4","0"
"43138","18","female","no","0","1","1"," 1","1"
"43139","17","female","yes","0","1","0"," 0","1"
"43140","18","female","no","0","1","1"," 1","2"
"43141","18","female","no","1","1","1"," 2","3"
"43142","18","female","yes","1","1","0"," 1","1"
"43143","16","female","yes","0","1","0"," 1","0"
"43144","17","female","no","1","1","1"," 1","3"
"43145","16","female","no","0","1","1"," 1","1"
"43146","18","female","yes","0","1","0"," 0","3"
"43147","15","female","yes","1","1","0"," 0","2"
"43148","16","female","no","1","1","1"," 1","1"
"43149","18","female","yes","0","1","0"," 2","2"
"43150","18","female","no","1","1","1"," 1","2"
"43151","18","female","no","1","1","1"," 1","2"
"43152","19","female","no","0","1","1"," 1","0"
"43153","19","female","no","1","1","0"," 3","3"
"43154","16","female","yes","0","1","0"," 0","0"
"43155","16","female","no","0","1","1"," 1","0"
"43156","18","female","yes","1","1","0"," 0","1"
"43157","16","female","yes","0","1","0"," 0","1"
"43158","19","female","yes","1","1","0"," 1","2"
"43159","19","female","no","0","1","1"," 1","2"
"43160","17","female","yes","0","1","0"," 0","1"
"43161","18","female","no","1","1","1"," 1","0"
"43162","18","female","no","0","1","0"," 1","2"
"43163","15","female","no","0","1","0"," 1","0"
"43164","16","female","yes","0","1","0"," 0","3"
"43165","16","female","yes","0","1","0"," 0","3"
"43166","18","female","yes","0","1","0"," 1","1"
"43167","17","female","yes","1","1","0"," 0","3"
"43168","17","female","no","1","1","1"," 1","1"
"43169","19","female","no","1","1","0"," 1","0"
"43170","18","female","yes","0","1","0"," 1","3"
"43171","15","female","no","0","1","0"," 0","3"
"43172","17","female","no","0","1","1"," 1","1"
"43173","18","female","no","0","1","1"," 1","1"
"43174","17","female","yes","0","1","0"," 0","3"
"43175","16","female","no","0","1","0"," 0","1"
"43176","15","female","yes","1","1","0"," 2","3"
"43177","16","female","no","0","1","1"," 1","0"
"43178","19","female","no","1","1","1"," 1","2"
"43179","17","female","no","0","1","0"," 1","0"
"43180","15","female","yes","1","1","0"," 0","2"
"43181","18","female","yes","1","1","0"," 0","2"
"43182","17","female","no","1","1","0"," 1","3"
"43183","19","female","no","0","1","1"," 1","2"
"43184","16","female","yes","0","1","0"," 1","2"
"43185","18","female","no","0","1","0"," 1","2"
"43186","16","female","yes","0","1","0"," 0","2"
"43187","19","female","yes","1","1","0"," 1","3"
"43188","15","female","yes","1","1","0"," 0","3"
"43189","18","female","no","0","1","0"," 1","0"
"43190","18","female","no","0","1","1"," 1","1"
"43191","19","female","no","0","1","1"," 1","0"
"43192","18","female","no","0","1","1"," 1","0"
"43193","16","female","no","0","1","1"," 1","0"
"43194","17","female","yes","0","1","0"," 1","3"
"43195","19","female","no","0","1","0"," 1","2"
"43196","19","female","yes","0","1","0"," 0","0"
"43197","18","female","no","1","1","0"," 1","1"
"43198","18","female","no","0","1","0"," 1","1"
